ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	TWAS.FDR	trait_full_name	GWAS_name	cell_type	gene	trait	method	p_value	significance	log10_p	direction	symbol	GWAS
ENSG00000145901_TNIP1	5	151029945	151093577	0.685	rs115588511	-4.83	rs10035812	-0.01355	-4.22	0.1521	5694	5694	blup	0.055	0.025	3.5123	0.000444	0.16850825	Abnormal_movement	GCST90477574_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000145901_TNIP1	Abnormal_movement	TWAS	0.000444	FALSE	3.35261702988538	Positive	TNIP1	GCST90477574_Movement_Motor.h.FUSION
ENSG00000112592_TBP	6	170554302	170572870	0.58	rs966491126	-3.68	rs909475	-0.01115	3.63	-1.9305	3230	3230	bslmm	0.036	0.058	-3.5072	0.000453	0.278822	Chronic_pain	GCST90477532_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000112592_TBP	Chronic_pain	TWAS	0.000453	FALSE	3.34390179798717	Negative	TBP	GCST90477532_OtherNeurological.h.FUSION
ENSG00000196405_EVL	14	99971449	100144236	0.497	rs941003	-4.13	rs2767355	-0.01306	-3.79	0.8864	5561	5561	bslmm	0.0029	0.28	-3.4771	0.000507	0.216151	Abnormal_involuntary_movements	GCST90477576_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000196405_EVL	Abnormal_involuntary_movements	TWAS	0.000507	FALSE	3.29499204066666	Negative	EVL	GCST90477576_Movement_Motor.h.FUSION
ENSG00000064989_CALCRL	2	187341964	187448460	0.231	rs1528235	-3.69	rs35056802	0.126745	-4.33	3.468	4472	1	top1	0.13	0.0011	-3.468	0.000524	0.334836	Alzheimers_or_Other_Dementia	GCST90475495_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000064989_CALCRL	Alzheimers_or_Other_Dementia	TWAS	0.000524	FALSE	3.28066871301627	Negative	CALCRL	GCST90475495_Cognitive_Neurodegenerative.h.FUSION
ENSG00000249502_MED28-DT	4	17586267	17614585	0.675	rs73136940	3.48	rs73135086	0.123809	4.57	3.4675	5073	1	top1	0.12	0.0012	3.467461	0.000525	0.3293425	Stroke_or_Transient_Ischemic_Attack	GCST90476994_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000249502_MED28-DT	Stroke_or_Transient_Ischemic_Attack	TWAS	0.000525	FALSE	3.27984069659404	Positive	MED28-DT	GCST90476994_Brain_Cerebrovascular.h.FUSION
ENSG00000136982_DSCC1	8	119833976	119855894	0.223	rs7839110	-3.57	rs58044030	0.011702	2.99	-1.0455	5263	5263	bslmm	0.015	0.15	-3.467	0.000526	0.224251333333333	Benign_neoplasm_of_brain_cranial_nerves_meninges	GCST90477285_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000136982_DSCC1	Benign_neoplasm_of_brain_cranial_nerves_meninges	TWAS	0.000526	FALSE	3.27901425584626	Negative	DSCC1	GCST90477285_Brain_Cerebrovascular.h.FUSION
ENSG00000188039_NWD1	19	16719847	16817963	0.579	rs2227345	3.91	rs12982311	0.101	3.8	1.121	5967	5967	blup	0.12	0.0014	3.46659	0.000527	0.16850825	Abnormal_movement	GCST90477574_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000188039_NWD1	Abnormal_movement	TWAS	0.000527	FALSE	3.27818938478745	Positive	NWD1	GCST90477574_Movement_Motor.h.FUSION
ENSG00000164398_ACSL6	5	131949973	132012243	0.4	rs2069616	-3.47	rs31586	0.01578	3.74	0.9536	3764	3764	blup	0.16	0.00028	3.4646	0.000531	0.4470105	Epilepsy_or_seizure_disorder	GCST90476930_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000164398_ACSL6	Epilepsy_or_seizure_disorder	TWAS	0.000531	FALSE	3.27490547891853	Positive	ACSL6	GCST90476930_SeizureDisorders.h.FUSION
ENSG00000287377_ENSG00000287377	3	16361348	16370398	0.408	rs6794029	-4.53	rs4434130	-0.006982	3.49	-0.86525	4787	4787	bslmm	0.02	0.12	-3.46454	0.000531	0.406954545454546	Disturbance_of_skin_sensation	GCST90478777_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000287377_ENSG00000287377	Disturbance_of_skin_sensation	TWAS	0.000531	FALSE	3.27490547891853	Negative	ENSG00000287377	GCST90478777_OtherNeurological.h.FUSION
ENSG00000148950_IMMP1L	11	31432401	31509645	0.516	rs75594224	3.46	rs75594224	0.014293	-3.97	3.46421	4036	1	top1	0.014	0.16	-3.46421	0.000532	0.491136	Degenerative_disease_of_the_spinal_cord	GCST90477517_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000148950_IMMP1L	Degenerative_disease_of_the_spinal_cord	TWAS	0.000532	FALSE	3.27408836770495	Negative	IMMP1L	GCST90477517_SpinalCord_Nerves.h.FUSION
ENSG00000185189_NRBP2	8	143833583	143840973	0.318	rs10808681	4.77	rs6558407	0.009137	-3.95	0.13906	5306	5306	blup	0.051	0.029	-3.4556	0.000549	0.630973333333333	Extrapyramidal_disease_and_abnormal_movement_disorders	GCST90477511_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000185189_NRBP2	Extrapyramidal_disease_and_abnormal_movement_disorders	TWAS	0.000549	FALSE	3.26042765554991	Negative	NRBP2	GCST90477511_Movement_Motor.h.FUSION
ENSG00000042317_SPATA7	14	88384924	88470350	0.426	rs11625469	-3.61	rs7160717	0.00326	3.84	-1.4325	5746	5746	blup	0.13	0.00083	-3.4484	0.000564	0.5761895	Schizophrenia	GCST90479403_PsychoticDisorders.h.FUSION.txt	Astrocyte	ENSG00000042317_SPATA7	Schizophrenia	TWAS	0.000564	FALSE	3.24872089601666	Negative	SPATA7	GCST90479403_PsychoticDisorders.h.FUSION
ENSG00000257261_SLC38A4-AS1	12	46383433	46876784	0.5	rs11183116	3.96	rs74746980	0.0054	-4.19	-2.9837	5424	5424	bslmm	0.083	0.0075	3.4349	0.000593	0.3792235	Depression	GCST90479401_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000257261_SLC38A4-AS1	Depression	TWAS	0.000593	FALSE	3.22694530663574	Positive	SLC38A4-AS1	GCST90479401_MoodDisorders.h.FUSION
ENSG00000081248_CACNA1S	1	201039512	201112451	0.528	rs79018219	-3.52	rs73076888	-0.013667	3.46	0.48666	5012	5012	bslmm	0.048	0.034	-3.42799	0.000608	0.4481616	Central_or_nonobstroctive_sleep_apnea	GCST90477486_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000081248_CACNA1S	Central_or_nonobstroctive_sleep_apnea	TWAS	0.000608	FALSE	3.21609642072726	Negative	CACNA1S	GCST90477486_SleepDisorders.h.FUSION
ENSG00000107554_DNMBP	10	99875577	100009947	0.318	rs12241232	-3.38	rs74850557	-0.0139	3.7	-2.5632	4178	54	enet	0.071	0.013	-3.4263	0.000612	0.133229166666667	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000107554_DNMBP	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.000612	FALSE	3.21324857785444	Negative	DNMBP	GCST90479457_SubstanceUse.h.FUSION
ENSG00000259807_ENSG00000259807	16	29215385	29221040	0.296	rs74752114	-3.87	rs148566564	-0.01387	3.37	-1.7361	2677	2677	bslmm	0.056	0.024	-3.4257	0.000613	0.441255	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000259807_ENSG00000259807	Convulsions	TWAS	0.000613	FALSE	3.21253952548158	Negative	ENSG00000259807	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000238083_LRRC37A2	17	46511508	46556910	0.474	rs7226263	-3.42	rs7226263	0.271614	3.75	-3.4233	1651	1	top1	0.27	1.2e-06	-3.4233	0.000619	0.133229166666667	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000238083_LRRC37A2	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.000619	FALSE	3.20830935097988	Negative	LRRC37A2	GCST90479457_SubstanceUse.h.FUSION
ENSG00000109475_RPL34	4	108620569	108630412	0.499	rs10011300	-3.16	rs6852414	-0.012753	3.33	-1.9789	4385	4385	blup	0.015	0.15	-3.4208	0.000624	0.399048	Facial_nerve_disorders	GCST90477593_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000109475_RPL34	Facial_nerve_disorders	TWAS	0.000624	FALSE	3.20481541031758	Negative	RPL34	GCST90477593_SpinalCord_Nerves.h.FUSION
ENSG00000255320_ENSG00000255320	11	66244717	66257595	0.399	rs11227425	4.24	rs76626895	-0.013681	-3.43	-1.9603	3100	3100	bslmm	0.0073	0.22	3.42071	0.000625	0.133229166666667	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000255320_ENSG00000255320	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.000625	FALSE	3.20411998265592	Positive	ENSG00000255320	GCST90479457_SubstanceUse.h.FUSION
ENSG00000183475_ASB7	15	100602589	100651701	0.509	rs11631397	3.97	rs4965717	-0.012297	-3.35	-0.69063	7472	7472	bslmm	0.08	0.0083	3.41572	0.000636	0.271148	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	GCST90477812_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000183475_ASB7	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	TWAS	0.000636	FALSE	3.19654288435159	Positive	ASB7	GCST90477812_OtherNeurological.h.FUSION
ENSG00000101751_POLI	18	54269517	54321266	0.699	rs1834154	3.22	rs951847	-0.013725	-3.48	2.1263	5502	5502	bslmm	0.12	0.0016	3.4123	0.000644	0.338935	Stroke_or_Transient_Ischemic_Attack	GCST90479382_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000101751_POLI	Stroke_or_Transient_Ischemic_Attack	TWAS	0.000644	FALSE	3.19111413264019	Positive	POLI	GCST90479382_Brain_Cerebrovascular.h.FUSION
ENSG00000148429_USP6NL	10	11460510	11611666	0.367	rs7922071	-4.43	rs2440098	-0.0135	3.8	1.9874	5794	5794	bslmm	0.056	0.024	3.3991	0.000676	0.29068	Schizophrenia	SCZ_AFR_Schizophrenia_FUSION.txt	Astrocyte	ENSG00000148429_USP6NL	Schizophrenia	TWAS	0.000676	FALSE	3.17005330405836	Positive	USP6NL	SCZ_AFR_Schizophrenia_FUSION
ENSG00000260708_TBC1D22A-DT	22	46761893	46762564	0.482	rs150046382	5.48	rs9615213	-0.00079	-3.86	0.43	6607	6607	blup	0.063	0.017	3.396	0.000684	0.688832857142857	Disorders_of_other_cranial_nerves	GCST90477588_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000260708_TBC1D22A-DT	Disorders_of_other_cranial_nerves	TWAS	0.000684	FALSE	3.16494389827988	Positive	TBC1D22A-DT	GCST90477588_SpinalCord_Nerves.h.FUSION
ENSG00000174720_LARP7	4	112637077	112657696	0.673	rs9990594	4.54	rs111548975	-0.004914	3.59	0.7685	3786	3786	blup	0.23	1e-05	3.3935	0.00069	0.44298	SubstanceUseDisorders	pgc_alcdep.afr_unrel_genotyped.aug2018_release.txt	Astrocyte	ENSG00000174720_LARP7	SubstanceUseDisorders	TWAS	0.00069	FALSE	3.16115090926274	Positive	LARP7	pgc_alcdep.afr_unrel_genotyped.aug2018_release
ENSG00000184110_EIF3C	16	28688558	28735727	0.338	rs74752114	-3.87	rs145508642	0.034425	4.08	-2.7554	3290	3290	blup	0.061	0.019	-3.3937	0.00069	0.441255	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000184110_EIF3C	Convulsions	TWAS	0.00069	FALSE	3.16115090926274	Negative	EIF3C	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000176909_MAMSTR	19	48712725	48719725	0.617	rs10417167	3.46	rs10414791	0.182	-4.62	-3.3899	6022	1	top1	0.18	9.1e-05	3.3899	0.000699	0.4470105	Epilepsy_or_seizure_disorder	GCST90476930_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000176909_MAMSTR	Epilepsy_or_seizure_disorder	TWAS	0.000699	FALSE	3.15552282425432	Positive	MAMSTR	GCST90476930_SeizureDisorders.h.FUSION
ENSG00000166819_PLIN1	15	89664367	89679427	0.397	rs2942832	3.43	rs115393532	0.006373	-3.99	1.9465	5840	20	enet	0.09	0.0055	-3.38879	0.000702	0.258358	Dementia	GCST90476928_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000166819_PLIN1	Dementia	TWAS	0.000702	FALSE	3.15366288787019	Negative	PLIN1	GCST90476928_Cognitive_Neurodegenerative.h.FUSION
ENSG00000196405_EVL	14	99971449	100144236	0.497	rs8013859	-4.21	rs2767355	-0.01306	-3.79	1.32884	5561	5561	bslmm	0.0029	0.28	-3.3848	0.000712	0.2281736	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000196405_EVL	Do_you_smoke_now	TWAS	0.000712	FALSE	3.14752000636314	Negative	EVL	GCST90479468_SubstanceUse.h.FUSION
ENSG00000258785_LINC01580	15	93894431	93984150	0.767	rs10520716	-4.34	rs28590098	-0.012008	3.81	1.7095	6883	6883	bslmm	0.11	0.0021	3.3798	0.000725	0.27722325	Concussion_or_loss_of_consciousness	GCST90476935_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000258785_LINC01580	Concussion_or_loss_of_consciousness	TWAS	0.000725	FALSE	3.13966199342901	Positive	LINC01580	GCST90476935_Brain_Cerebrovascular.h.FUSION
ENSG00000268658_LINC00664	19	21483374	21503238	0.346	rs2937174	3.64	rs2650769	-0.00808	3.78	2.05396	7364	7364	bslmm	0.058	0.021	3.37625	0.000735	0.801761194029851	Encephalopathy_not_elsewhere_classified	GCST90477567_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000268658_LINC00664	Encephalopathy_not_elsewhere_classified	TWAS	0.000735	FALSE	3.13371266091581	Positive	LINC00664	GCST90477567_Brain_Cerebrovascular.h.FUSION
ENSG00000187546_AGMO	7	15200317	15562015	0.476	rs56093224	-3.5	rs66617612	-0.001567	4.27	1.9171	6623	6623	bslmm	0.062	0.019	3.3743	0.00074	0.272427	Bipolar_Disorder	GCST90479398_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000187546_AGMO	Bipolar_Disorder	TWAS	0.00074	FALSE	3.13076828026902	Positive	AGMO	GCST90479398_MoodDisorders.h.FUSION
ENSG00000004455_AK2	1	33007986	33080996	0.654	rs6683816	3.3	rs72888226	0.036403	-3.69	-0.0475	3508	3508	blup	0.05	0.031	-3.37027	0.000751	0.2281736	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000004455_AK2	Do_you_smoke_now	TWAS	0.000751	FALSE	3.12436006299583	Negative	AK2	GCST90479468_SubstanceUse.h.FUSION
ENSG00000259807_ENSG00000259807	16	29215385	29221040	0.296	rs2370314	-3.4	rs148566564	-0.01387	3.37	-1.0115	2677	2677	bslmm	0.056	0.024	-3.3664	0.000762	0.786348148148148	Epilepsy_recurrent_seizures_convulsions	GCST90477550_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000259807_ENSG00000259807	Epilepsy_recurrent_seizures_convulsions	TWAS	0.000762	FALSE	3.1180450286604	Negative	ENSG00000259807	GCST90477550_SeizureDisorders.h.FUSION
ENSG00000115216_NRBP1	2	27427790	27442259	0.708	rs1275992	-3.12	rs72784740	0.05369	-4	-1.561	3606	3606	bslmm	0.18	1e-04	3.365	0.000765	0.173655	PTSD	SORTED_PTSD_AA7_ALL_study_specific_PCs1.txt	Astrocyte	ENSG00000115216_NRBP1	PTSD	TWAS	0.000765	FALSE	3.11633856484638	Positive	NRBP1	SORTED_PTSD_AA7_ALL_study_specific_PCs1
ENSG00000149930_TAOK2	16	29973868	29992261	0.614	rs74017641	-3.99	rs112146516	-0.006095	3.44	-1.7863	2627	2627	bslmm	0.039	0.049	-3.364	0.000768	0.491136	Degenerative_disease_of_the_spinal_cord	GCST90477517_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000149930_TAOK2	Degenerative_disease_of_the_spinal_cord	TWAS	0.000768	FALSE	3.11463877996849	Negative	TAOK2	GCST90477517_SpinalCord_Nerves.h.FUSION
ENSG00000272505_ENSG00000272505	8	10486807	10489666	0.243	rs8180968	4.44	rs3750314	0.236422	-4.48	3.3634	6591	1	top1	0.24	6.7e-06	-3.36343	0.00077	0.14069	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000272505_ENSG00000272505	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.00077	FALSE	3.11350927482752	Negative	ENSG00000272505	GCST90479457_SubstanceUse.h.FUSION
ENSG00000291087_CRYBB2P1	22	25448080	25520856	1	rs9624806	-3.89	rs760554	0.51874	6.01	3.3596	5864	1	top1	0.52	2.9e-13	3.3596	0.000781	0.278822	Chronic_pain	GCST90477532_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000291087_CRYBB2P1	Chronic_pain	TWAS	0.000781	FALSE	3.1073489661227	Positive	CRYBB2P1	GCST90477532_OtherNeurological.h.FUSION
ENSG00000223727_ENSG00000223727	3	3250687	3627296	0.696	rs112439296	3.84	rs2662121	-0.013464	4.01	2.0797	8276	8276	bslmm	0.036	0.057	3.3595	0.000781	0.378584	Hemiplegia	GCST90477544_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000223727_ENSG00000223727	Hemiplegia	TWAS	0.000781	FALSE	3.1073489661227	Positive	ENSG00000223727	GCST90477544_OtherNeurological.h.FUSION
ENSG00000136982_DSCC1	8	119833976	119855894	0.223	rs4601361	-3.37	rs58044030	0.011702	2.99	-1.58617	5263	5263	bslmm	0.015	0.15	-3.3593	0.000781	0.506887894736842	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	GCST90477283_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000136982_DSCC1	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	TWAS	0.000781	FALSE	3.1073489661227	Negative	DSCC1	GCST90477283_Brain_Cerebrovascular.h.FUSION
ENSG00000203872_C6orf163	6	87344813	87365463	0.391	rs2485912	4.32	rs143599890	0.022249	-3.8	-1.3764	4843	4843	bslmm	0.11	0.0018	3.3557	0.000792	0.338935	Stroke_or_Transient_Ischemic_Attack	GCST90479382_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000203872_C6orf163	Stroke_or_Transient_Ischemic_Attack	TWAS	0.000792	FALSE	3.10127481841051	Positive	C6orf163	GCST90479382_Brain_Cerebrovascular.h.FUSION
ENSG00000196405_EVL	14	99971449	100144236	0.497	rs55989340	4.4	rs2767355	-0.01306	-3.79	2.7731	5561	5561	bslmm	0.0029	0.28	-3.35368	0.000797	0.5851425	Stroke_or_Transient_Ischemic_Attack	GCST90476903_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000196405_EVL	Stroke_or_Transient_Ischemic_Attack	TWAS	0.000797	FALSE	3.09854167860389	Negative	EVL	GCST90476903_Brain_Cerebrovascular.h.FUSION
ENSG00000156535_CD109	6	73695785	73828316	0.588	rs60825371	-4.31	rs7760092	0.066597	4.77	-3.3539	4965	1	top1	0.067	0.015	-3.3539	0.000797	0.4481616	Central_or_nonobstroctive_sleep_apnea	GCST90477486_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000156535_CD109	Central_or_nonobstroctive_sleep_apnea	TWAS	0.000797	FALSE	3.09854167860389	Negative	CD109	GCST90477486_SleepDisorders.h.FUSION
ENSG00000127334_DYRK2	12	67648338	67665406	0.52	rs12322014	3.73	rs6581721	0.0535	3.29	-3.3499	4875	1	top1	0.054	0.027	-3.3499	0.000808	0.258358	Dementia	GCST90476928_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000127334_DYRK2	Dementia	TWAS	0.000808	FALSE	3.09258863922541	Negative	DYRK2	GCST90476928_Cognitive_Neurodegenerative.h.FUSION
ENSG00000153093_ACOXL	2	110732539	111118548	0.509	rs1464095	3.7	rs58578755	0.026833	4.01	-2.3841	2611	2611	blup	0.055	0.025	-3.34948	0.00081	0.207198	Depression	GCST90476683_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000153093_ACOXL	Depression	TWAS	0.00081	FALSE	3.09151498112135	Negative	ACOXL	GCST90476683_MoodDisorders.h.FUSION
ENSG00000115392_FANCL	2	58159243	58241410	0.288	rs7565259	3.77	rs2612313	0.058447	-3.68	3.3483	4430	1	top1	0.058	0.021	-3.3483	0.000813	0.61392	Concussion	GCST90479218_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000115392_FANCL	Concussion	TWAS	0.000813	FALSE	3.08990945440593	Negative	FANCL	GCST90479218_Brain_Cerebrovascular.h.FUSION
ENSG00000203778_FAM229B	6	112087591	112102790	0.617	rs58478838	-3.32	rs10872074	-0.00731	-3.56	2.0475	3936	3936	bslmm	0.071	0.012	-3.34549	0.000821	0.3293425	Stroke_or_Transient_Ischemic_Attack	GCST90476994_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000203778_FAM229B	Stroke_or_Transient_Ischemic_Attack	TWAS	0.000821	FALSE	3.08565684288056	Negative	FAM229B	GCST90476994_Brain_Cerebrovascular.h.FUSION
ENSG00000257261_SLC38A4-AS1	12	46383433	46876784	0.5	rs17096082	-4.43	rs74746980	0.0054	-4.19	-1.2619	5424	5424	bslmm	0.083	0.0075	3.342	0.000832	0.4124775	Waking_up_in_the_morning_earlier_than_planned_or_desired	GCST90479450_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000257261_SLC38A4-AS1	Waking_up_in_the_morning_earlier_than_planned_or_desired	TWAS	0.000832	FALSE	3.07987667370928	Positive	SLC38A4-AS1	GCST90479450_SleepDisorders.h.FUSION
ENSG00000213563_C8orf82	8	144525733	144529132	0.443	rs11777703	3.16	rs79294579	-0.013325	-3.54	0.1885	3494	3494	bslmm	0.028	0.083	-3.3305	0.000867	0.2281736	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000213563_C8orf82	Do_you_smoke_now	TWAS	0.000867	FALSE	3.06198090252379	Negative	C8orf82	GCST90479468_SubstanceUse.h.FUSION
ENSG00000272368_ENSG00000272368	12	50112197	50165618	0.168	rs12369363	3.92	rs11169331	-0.00712	-3.44	1.21544	3806	3806	blup	0.0072	0.22	-3.33059	0.000867	0.27722325	Concussion_or_loss_of_consciousness	GCST90476935_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000272368_ENSG00000272368	Concussion_or_loss_of_consciousness	TWAS	0.000867	FALSE	3.06198090252379	Negative	ENSG00000272368	GCST90476935_Brain_Cerebrovascular.h.FUSION
ENSG00000152217_SETBP1	18	44680173	45068510	0.284	rs2612581	3.47	rs80106572	-0.011016	-3.6	1.1212	4985	4985	bslmm	0.033	0.067	-3.3297	0.00087	0.51959375	Essential_tremor	GCST90477513_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000152217_SETBP1	Essential_tremor	TWAS	0.00087	FALSE	3.06048074738138	Negative	SETBP1	GCST90477513_Movement_Motor.h.FUSION
ENSG00000185958_FAM186A	12	50326230	50396622	0.481	rs73311613	-3.86	rs11169477	0.000677	3.69	1.7427	3943	3943	blup	0.051	0.029	3.327	0.000878	0.374320666666667	Stroke_or_Transient_Ischemic_Attack	GCST90476667_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000185958_FAM186A	Stroke_or_Transient_Ischemic_Attack	TWAS	0.000878	FALSE	3.0565054840939	Positive	FAM186A	GCST90476667_Brain_Cerebrovascular.h.FUSION
ENSG00000273001_PFKP-DT	10	3065424	3066001	0.938	rs943029	3.88	rs10903801	-0.00354	3.54	3.2032	6684	6684	bslmm	0.026	0.09	3.3261	0.000881	0.360678	Disorders_of_the_autonomic_nervous_system	GCST90477521_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000273001_PFKP-DT	Disorders_of_the_autonomic_nervous_system	TWAS	0.000881	FALSE	3.05502409158795	Positive	PFKP-DT	GCST90477521_SpinalCord_Nerves.h.FUSION
ENSG00000241684_ADAMTS9-AS2	3	64684909	65053439	0.802	rs753562	3.99	rs11915909	0.016571	3.93	1.1626	6336	6336	blup	0.14	0.00056	3.3237	0.000888	0.378584	Hemiplegia	GCST90477544_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000241684_ADAMTS9-AS2	Hemiplegia	TWAS	0.000888	FALSE	3.0515870342214	Positive	ADAMTS9-AS2	GCST90477544_OtherNeurological.h.FUSION
ENSG00000254461_ENSG00000254461	11	66259567	66261834	0.358	rs11227425	4.24	rs10896100	-0.00409	3.2	4.0585	3074	3074	bslmm	0.061	0.019	3.32326	0.00089	0.142111111111111	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000254461_ENSG00000254461	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.00089	FALSE	3.05060999335509	Positive	ENSG00000254461	GCST90479457_SubstanceUse.h.FUSION
ENSG00000184110_EIF3C	16	28688558	28735727	0.338	rs729956	-4.13	rs145508642	0.034425	4.08	-0.8718	3290	3290	blup	0.061	0.019	-3.3226	0.000892	0.2281736	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000184110_EIF3C	Do_you_smoke_now	TWAS	0.000892	FALSE	3.04963514562388	Negative	EIF3C	GCST90479468_SubstanceUse.h.FUSION
ENSG00000106392_C1GALT1	7	7156934	7248616	0.552	rs10242479	3.37	rs61555327	0.012903	3.73	1.7509	7111	7111	blup	0.014	0.16	3.3199	0.000901	0.5761895	Schizophrenia	GCST90479403_PsychoticDisorders.h.FUSION.txt	Astrocyte	ENSG00000106392_C1GALT1	Schizophrenia	TWAS	0.000901	FALSE	3.04527520902094	Positive	C1GALT1	GCST90479403_PsychoticDisorders.h.FUSION
ENSG00000272787_ENSG00000272787	22	23969211	23969873	0.615	rs78387097	3.77	rs5751776	0.27899	-5.11	3.3142	5488	1	top1	0.28	7.9e-07	-3.314248	0.000919	0.337757142857143	Alzheimers_or_Other_Dementia	GCST90475495_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000272787_ENSG00000272787	Alzheimers_or_Other_Dementia	TWAS	0.000919	FALSE	3.03668448861389	Negative	ENSG00000272787	GCST90475495_Cognitive_Neurodegenerative.h.FUSION
ENSG00000165807_PPP1R36	14	64549920	64589381	0.312	rs73272630	-3.3	rs73272630	0.14076	3.99	-3.2966	4249	1	top1	0.14	0.00058	-3.2966	0.000979	0.4124775	Waking_up_in_the_morning_earlier_than_planned_or_desired	GCST90479450_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000165807_PPP1R36	Waking_up_in_the_morning_earlier_than_planned_or_desired	TWAS	0.000979	FALSE	3.00921730819686	Negative	PPP1R36	GCST90479450_SleepDisorders.h.FUSION
